book_id,book_title,author,joy,sadness,fear,surprise,anger,disgust,average_sentiment
1,Harry Potter and the Half-Blood Prince,J.K. Rowling,0.37392601324245334,0.2421228587627411,0.05641552433371544,0.15996766090393066,0.08640232589095831,0.0811656154692173,0.1667
2,Harry Potter and the Order of the Phoenix,J.K. Rowling,0.1023549089829127,0.0874639314909776,0.11277070889870326,0.3819422821203868,0.20117094864447913,0.11429720744490623,0.1667
5,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,0.25524885058403013,0.0851579587906599,0.09567467644810676,0.38321486562490464,0.1343312446027994,0.04637238997966051,0.1667
6,Harry Potter and the Goblet of Fire,J.K. Rowling,0.15756523655727506,0.5224253823980689,0.02804315136745572,0.24680276587605476,0.027538205962628126,0.01762528344988823,0.1667
8,"Harry Potter Boxed Set, Books 1-5",J.K. Rowling,0.4155973270535469,0.047318012453615665,0.06423347909003496,0.30642764642834663,0.08064540382474661,0.08577814372256398,0.1667
10,Harry Potter Collection,J.K. Rowling,0.5590666472911835,0.021493053529411554,0.045183532312512396,0.25804599225521085,0.09060496501624585,0.02560579157434404,0.1667
11,The Hitchhiker’s Guide to the Galaxy,Douglas Adams,0.22514284253120423,0.05539990654215217,0.06111117675900459,0.4055927097797394,0.1896347552537918,0.06311862859874964,0.1667
13,The Ultimate Hitchhiker’s Guide to the Galaxy,Douglas Adams,0.2558144062757492,0.13483324684202672,0.056053705886006354,0.4531689941883087,0.05827136300504208,0.041858303174376485,0.1667
21,A Short History of Nearly Everything,Bill Bryson,0.2477197186090052,0.062173872836865485,0.0900687831453979,0.36114009842276573,0.10186716681346297,0.13703032082412392,0.1667
24,In a Sunburned Country,Bill Bryson,0.616477632522583,0.034954217309132216,0.05234910207800567,0.23193984664976597,0.03316944199614227,0.031109770038165153,0.1667
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,0.242202091217041,0.0891153983771801,0.06977224685251712,0.427417579293251,0.07907771207392215,0.09241498094052077,0.1667
26,The Lost Continent: Travels in Small-Town America,Bill Bryson,0.12634040601551533,0.04977408656850457,0.06620837561786175,0.46522078290581703,0.13202566280961037,0.16043067164719105,0.1667
28,Notes from a Small Island,Bill Bryson,0.29569090008735655,0.061014535976573823,0.09297805353999138,0.30864852368831636,0.16683568358421325,0.07483226722106337,0.1667
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,0.12706515956670045,0.21299584507942199,0.08196142725646496,0.3520274579524994,0.13590389341115952,0.09004622250795365,0.1667
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,0.2463846579194069,0.22764508379623294,0.06762020150199533,0.29735404159873724,0.08130805799737573,0.07968796242494136,0.1667
50,Hatchet,Gary Paulsen,0.09944542655721307,0.08092628940939903,0.3659585028886795,0.1959336668252945,0.09809071496129036,0.15964535623788834,0.1667
58,Changeling,Delia Sherman,0.3495166599750519,0.04580684378743172,0.06999699771404266,0.4409110378473997,0.05289696075487882,0.04087153176078573,0.1667
67,The Known World,Edward P. Jones,0.0392214834690094,0.21857703030109404,0.14787658378481866,0.40259906053543093,0.11179657839238644,0.07992926314473152,0.1667
79,Coming Into the Country,John McPhee,0.157810446806252,0.08655868005007505,0.0989820770919323,0.4914090111851692,0.10796871036291122,0.057271034456789494,0.1667
93,Heidi,Johanna Spyri,0.6219034075737,0.017856579297222196,0.029211476678028703,0.29864498823881147,0.020801412221044303,0.011582105746492743,0.1667
122,The Power of One,Bryce Courtenay,0.23721209019422532,0.12284729704260826,0.10115854740142823,0.3652635782957077,0.09543130993843078,0.07808717638254166,0.1667
